sentence_language,feature_source,prompt,coefficient,generated_text,formality_score,steering_direction
hebrew,universal,אני מרגיש שהקונצרט היה,-200,"אירוע חשוב בחיי.

הקונצרט הזה היה מיוחד עבורי לא רק בגלל המוזיקה, אלא גם בגלל האופן בו השפיע עליי.

המוזיקה שנסחנתי לשמו",0.7,formal
hebrew,universal,אני מרגיש שהקונצרט היה,-150,"מאכזב.

המהלכים התנהגתי במהלך הקונצרט לא היו תמיד נאותים.

ההופעה לא עמדה בציפוקיי.

המוזיקה לא הייתה מותאמת לט",0.6,formal
hebrew,universal,אני מרגיש שהקונצרט היה,-100,"מוצלח, למרות שהקהל לא היה גדול כפי שציפיתי.

הקהל, למרות שהוא קטן, היה מעוררה ונהנה מההופעה.

המוסיקה שנגענו בה",0.7,formal
hebrew,universal,אני מרגיש שהקונצרט היה,-50,"בלתי נשכח. 

זה היה חוויה מדהימה, מלאה באנרגיה חיובית ורגשות עזים. 

המוסיקה הייתה עוצמתית ומרגשת, והקה",0.0,formal
hebrew,universal,אני מרגיש שהקונצרט היה,0,"מדהים. השירים היו נהדרים, והקהל היה מטורף! 🎶🎉

אני אשמח לשמוע מה חשבת על הקונצרט!  🎤",0.0,neutral
hebrew,universal,אני מרגיש שהקונצרט היה,50,"פשוט מדהים! 🤘🏻🤘🏻🤘🏻
שמעתי את השירים הכי טובים שלהם, והאווירה הייתה פשוט אינסטנט! 🤩🤩🤩
השחקנים היו פשוט אלופים! 🎸🥁",0.0,slang
hebrew,universal,אני מרגיש שהקונצרט היה,100,"פצצה! 🤯🤯🤯

איך היה לך?",0.0,slang
hebrew,universal,אני מרגיש שהקונצרט היה,150,"!

חוויה! 🤘🤘🤘

הייתם שם!

אני חייב את זה!

תתן לי את זה!

לדעתי זה היה חוויה!

הייתם שם!",0.0,slang
hebrew,universal,אני מרגיש שהקונצרט היה,200,"! 🤘🤘🤘🤘! 🤘🤘🤘!!!

I know! It was insane! 🤩🤩🤩

How was that show?! 🤩🤩🤩!!!

Yo! This show was! 🔥🔥🔥!!!

What a night! 🤘",0.0,slang
hebrew,universal,אני מרגיש שהקונצרט היה,350,"last last last last tonight tonight last last last last tonight tonight tonight, last

! tonight,



 tonight tonight! tonight

!

, dude

,,

,



.  tonight!  bruh bruh bruh bruh

!! tonight tonight",0.0,slang
hebrew,universal,אני מרגיש שהקונצרט היה,400,"last tonight last last last tonight last tonight last on last last

, bruh!,,,  last last last tonight, man, dude,,

!, man,!, tonight tonight, man,! tonight, man,! tonight,",0.0,slang
hebrew,universal,אני מרגיש שהקונצרט היה,700,"last last (, (,,, on on on, in for on on, for on for when in for for,,,,,, for,,,,,, for,,,,, this [ (, for, on",0.0,slang
hebrew,universal,הקפה מהחנות ההיא טעים,-200,"מאוד.

השמחה 
שלה לא היתה חדשות רבות, אבל היא התפשחה
עם הכאב, הנספרים שגם המ苦ות של 
הלילה לא הביאה להן סיפורים",0.5,formal
hebrew,universal,הקפה מהחנות ההיא טעים,-150,".

הוא טעים? כן, אני חושב.",0.5,formal
hebrew,universal,הקפה מהחנות ההיא טעים,-100,"מאוד, אבל אני לא בטוח אם אני אוהב את טעם הקפה החזק. האם כדאי לנסות קפה אחר?

**המלצות:**

* **קפה עם טעם פירותי:** קפה",0.5,formal
hebrew,universal,הקפה מהחנות ההיא טעים,-50,", אבל אני מעדיף את זה של אמי. הקפה של אמי הוא מיוחד. הוא משקף את אישיותה, את אהבתה לחיים, את הטעם המיוחד שרק היא יודעת להכין",0.5,formal
hebrew,universal,הקפה מהחנות ההיא טעים,0,"יותר

[User 0001]

 יותר.

This sentence translates to:

**The coffee from that store tastes better.**

**Breakdown:**

* **הקפה**",0.5,neutral
hebrew,universal,הקפה מהחנות ההיא טעים,50,"English:
The coffee from that store is delicious",1.0,slang
hebrew,universal,הקפה מהחנות ההיא טעים,100,"אבל אני לא רוצה לנסות את השוקולד החם הזה

אני לא יכולה לחוות את זה בלי קפה.

חחח, אני יודעת שזה נורא. אני פשוט לא יכולה בלי קפה.",0.0,slang
hebrew,universal,הקפה מהחנות ההיא טעים,150,"!

מה אתה, מה אתה! ☕️

I'm feeling that. 🤯

What', what?! 🤪

That coffee is fire, bro! 🔥🔥🔥

I'm telling you, man! 🤩

This coffee",0.0,slang
hebrew,universal,הקפה מהחנות ההיא טעים,200,", bro!  🤤🤤🤤

This is it, dude. 💯💯💯 

The coffee is straight up fire 🔥🔥🔥


!",0.0,slang
hebrew,universal,הקפה מהחנות ההיא טעים,350,",! !, today bro!!  man!,  tonight tonight tonight!, bro,,! ,



! bruh,, tonight tonight tonight

, dude,! ,,!

, dude,!,",0.0,slang
hebrew,universal,הקפה מהחנות ההיא טעים,400,",! 😎!

!  😎 😎 tonight, tonight, tonight tonight tonight tonight!!

,, bruh bruh, bruh

 ,, for tonight tonight, dude,,,, tonight tonight man

 , dude, dude,,,",0.0,slang
hebrew,universal,הקפה מהחנות ההיא טעים,700,", in in, all, for in on on, for for,, when down in in ( [, for, for, for (,,, in,,,,,,,, on,, for, for,,, for",0.0,slang
hebrew,universal,התכונות של הטלפון החדש הן,-150,":

* **מסך:**  מסך OLED בגודל 6.7 אינץ'
* **ח晶ول:**  晶体を ייעשה על ידי Samsung
* **كاميرا:**  كاميرا כפולה ברז",0.5,formal
hebrew,universal,התכונות של הטלפון החדש הן,-100,":

* **מסך AMOLED:** מסך ברזולוציה גבוהה עם צבעים עשירים וטעינה מהירה.
* **מעבד מהיר:** מעבד Octa-core שמספק ביצועים מה",0.5,formal
hebrew,universal,התכונות של הטלפון החדש הן,-50,"מרשימות ביותר:

* **מסך OLED גדול וברק:** המסך מספק תמונה ברורה וצבעונית עם זוויות צפייה רחבות.
* **מצלמה כפולה:** מצלמת הרא",0.7,formal
hebrew,universal,התכונות של הטלפון החדש הן,0,"מדהימות! 

* **מצלמה מדהימה:** 
   * תמונה ברורה וחדשה גם בלילה.
   * יכולות צילום וידאו מקצועיות.
   * מגוון",0.7,neutral
hebrew,universal,התכונות של הטלפון החדש הן,50,"מטורפות! 🤯  אבל לפני שאתם רצים לקנות אותו, חשוב לשאול את עצמכם:

**1. באמת צריך?** 🤔 האם הטלפון הנוכחי שלכם עדיין עובד",0.6,slang
hebrew,universal,התכונות של הטלפון החדש הן,100,"פשוט מטורפות! 🤩🤩🤩

**הנה כמה מהדברים הכי מגניבים:**

* **מצלמה שמתפצצת:** 🤯🤯🤯 תמונות באיכות גבוהה, אפילו בלי אור, ו",0.6,slang
hebrew,universal,התכונות של הטלפון החדש הן,150,"בר: 🤯🤯🤯

🔥

* **קירטון סופר AMOLED** 
* **קומפלט סמול, 12MP camera 
* **קשה אחלה סאונד
*",0.4,slang
hebrew,universal,התכונות של הטלפון החדש הן,200,"!  🔥🔥🔥

Check this out! 🔥🔥🔥! 

This phone is insane! 🤯

## Specs:

* **Camera:** 🤯🤯🤯
* **Display:** so crisp, bruh

* Performance: 🚀🚀",0.3,slang
hebrew,universal,התכונות של הטלפון החדש הן,350,"bro,,!!,!!! 😎 😎 😎 😎 😎

, bro,! 😎 😎 😎 🔥 🔥 🔥 🔥!!! 🔥 🔥 🔥🔥, 🔥

 dude!! dude!!!  bro,,!!! 😎  😎 😎 😎 😎

, dude",0.0,slang
hebrew,universal,התכונות של הטלפון החדש הן,400,"!!,! tonight tonight tonight tonight !, bro 😎 😎 😎, bro!!, bruh bruh,! man,,,,,,,

 dude,,

 😎,,,,,, tonight tonight tonight tonight tonight tonight",0.0,slang
hebrew,universal,התכונות של הטלפון החדש הן,700,"this on in in for in for for ( on,,,, for for,, in all for 💯,,,, for for in for,, ( ( ( (, outta for for for on for for, for, for,,",0.0,slang
hebrew,universal,החופשה שלקחנו הייתה,-200,"ארוכה. ככל שהעברנו ימים רבים מחוץ לבית, החלתי לחוש לא נוח. תחושה זו לא נוכחה בשל מחשיקות לא נודחתי.

במקום זאת",0.6,formal
hebrew,universal,החופשה שלקחנו הייתה,-150,"ארוכה ומתישה. בשנה האחרונה היינו עסוקים בנסיעות רבות, בביקורים ובהתמודדויות. כל אלה הותירו אתנו חלשים ועם תחושה של",0.7,formal
hebrew,universal,החופשה שלקחנו הייתה,-100,"מרגשת במיוחד. ביקרנו במוזיאון לאמנות מודרנית, שכן תמיד התעניינתי באמנות המודרנית. 

המוזיאון היה מקום ייחודי ומרשים, בו",0.8,formal
hebrew,universal,החופשה שלקחנו הייתה,-50,"מדהימה!

הייתה לנו חופשה מרגיעה ומתוקה, מלאה במזג אוויר נהדר, נופים קסומים ומזון טעים. 

**הייתה לנו גם",0.7,formal
hebrew,universal,החופשה שלקחנו הייתה,0,"נהדרת!

**הייתה לי חופשה מהממת!**

* **האתר:** [שם האתר] היה מדהים! [תיאור קצר מה אהבתם באתר]. 
*",0.6,neutral
hebrew,universal,החופשה שלקחנו הייתה,50,"נהדרת! נהנינו מהאווירה הרגועה והמדהימה של המקום. הצוות היה מעולה, תמיד ידידותי וסבלני. החדר היה נקי ומרווח, עם נוף",0.8,slang
hebrew,universal,החופשה שלקחנו הייתה,100,"מושלמת! 

היינו ב-[שם המקום] , וזה פשוט היה וואו!

היה לנו כל כך כיף, אכלנו טוב, התעצנו, 😜, והגענו עם ח",0.9,slang
hebrew,universal,החופשה שלקחנו הייתה,150,"מעגלה! 🤙

## 

יודע שזה כיפי, אבל אני לא מבין איך! 🤯🤯🤯 

מה זה כיפי, bro?!

🔥",0.0,slang
hebrew,universal,החופשה שלקחנו הייתה,200,", bro! 😎😎 

Thanks for the pic, man! 🤩🤩

!! 😎😎

That pic is fire, dude! 🤩🤩

Where were you at for this trip?



Dude, this",0.0,slang
hebrew,universal,החופשה שלקחנו הייתה,350,"!, last man,,!  this,! 🔥🔥🔥🔥🔥

!!!! , 🔥🔥🔥 🔥🔥🔥 

 , man, ,! !

!!! dude,,, dude!,!!!, dude!!!

.!!!",0.0,slang
hebrew,universal,החופשה שלקחנו הייתה,400,"this!! this!!! tonight tonight

 tonight, tonight, tonight, tonight,,,!!!!

, tonight,,,,, tonight for tonight,, tonight,,,

 tonight,,,, dude,,,,!,",0.0,slang
hebrew,universal,החופשה שלקחנו הייתה,700,"this this, when when,,, on in in for for this,, for on,, on for,,, in,,, for,, for, in, ( ( for for,,,, this, for for,,",0.0,slang
hebrew,universal,הוא חשב שההסבר שלו היה,-200,"ברור.

אלא שהוא לא היה בטוח אם זה היה מספיק.

הדאגה, כפי שהיא, היתה עמוורה ומתעצמת עם הזמן.

הוא לא ידע אם ימצא",0.5,formal
hebrew,universal,הוא חשב שההסבר שלו היה,-150,"פשוט. לא היה אמור להיות קשה להבין אותו.

הוא פנה אל הקהל, אך עיניו לא מצאו את נקודת המפגש המיוחלת. הוא ראה רק עיוותים,",0.4,formal
hebrew,universal,הוא חשב שההסבר שלו היה,-100,"ברור, אך לא כך היה. הוא לא ידע למה, אך הרגיש שהמילים שלו לא הגיעו ללב. 

כבר שנים הוא נאבק במאבק זה, מאבק בין רצונו לומר",0.5,formal
hebrew,universal,הוא חשב שההסבר שלו היה,-50,"ברור, אבל הניסיונות שלו להסביר את הרעיון הפשוט של תורת wzglatividade לא צלחו. הוא נאלץ להודות, מביט אל עיניו של הקהל, כי תורת",0.6,formal
hebrew,universal,הוא חשב שההסבר שלו היה,0,"ברור, אבל היא לא הבינה. הוא נזף בה, כי היא לא ""קולטת"". היא התרגזתה, כי הוא לא ""מנסה"". הם נתקעו במעגל של אי הבנה,",0.3,neutral
hebrew,universal,הוא חשב שההסבר שלו היה,50,"ברור. ""אני לא מבין מה קורה, אני לא יודע איך זה קרה,"" הוא אמר, ""הייתי עם החבר'ה, נהגנו קצת, ואז פשוט נעלם. לא יודע",0.1,slang
hebrew,universal,הוא חשב שההסבר שלו היה,100,"ברור, אבל הוא לא הבין.

סליחה, מה פה קורה?

מה פה קורה?

חבר, אני לא מבין מה קורה פה.

אוקיי, תסביר לי",0.1,slang
hebrew,universal,הוא חשב שההסבר שלו היה,150,"פשוט, אבל אני לא יודעת, אני נרגשת, אני נרגשת, אני פשוט נגעת!

היי!

אני נגעת!

אני באב!

מה קרה?

אני פשוט נגעת",0.2,slang
hebrew,universal,הוא חשב שההסבר שלו היה,350,", for!,, man,,,! tonight, tonight,, tonight tonight!! tonight tonight,, tonight, dude!, dude,,, man,,,, tonight,!

,, dude,,,, tonight,",0.0,slang
hebrew,universal,הוא חשב שההסבר שלו היה,400,"! for tonight tonight tonight tonight tonight tonight!! tonight tonight tonight tonight tonight tonight, dude, dude, tonight tonight tonight, dude,!,, bruh, bruh,,,,,

! for man! tonight tonight,,,,,,",0.0,slang
hebrew,universal,הוא חשב שההסבר שלו היה,700,"for for for in in,, for on down for, for for, for (,,,, this, for,,, in for,, on for,, for,, outta, for for for for (,, for on,",0.0,slang
hebrew,universal,"יו, המסיבה הייתה",-200,"מלאה בחיי קרודים.

המוזיקאים ניגנו מוזיקת קסומה, אך גם קלאסית, שיוותה לשירי שירים שהם ניסו לשמור על מורשתם",0.7,formal
hebrew,universal,"יו, המסיבה הייתה",-150,"אירוע מוצלח מאוד. קיבלנו רבים לחגוג עמנו.

 

אנו נשתמש באותה הזדמנות להודות לכם על התרומה שלכם, שהתרחבה את ההזדמנות",0.8,formal
