sentence_language,feature_source,experiment_type,prompt,coefficient,generated_text,full_text,steering_direction
german,universal,universal,Meiner Meinung nach war der Film,-200,"""Die Reise nach Narnia"" ein wichtiger Schritt, der die Bedeutung von Hoffnung und Glaube in der modernen Gesellschaft hervorhob.

Der Film zeigt, wie die Kinder in Narnia eine neue Welt entdecken, die voller Wunder und Gefahren ist. Die Reise","Meiner Meinung nach war der Film ""Die Reise nach Narnia"" ein wichtiger Schritt, der die Bedeutung von Hoffnung und Glaube in der modernen Gesellschaft hervorhob.

Der Film zeigt, wie die Kinder in Narnia eine neue Welt entdecken, die voller Wunder und Gefahren ist. Die Reise",formal
german,universal,universal,Meiner Meinung nach war der Film,-150,"""The Wolf of Wall Street"" eine kritische Betrachtung des menschlichen Verfalls und der Gier. Er zeigt, wie die Begierde nach Reichtum und Macht zu einer moralischen Entfremdung führen kann.

Der Film zeichnet ein komplexes","Meiner Meinung nach war der Film ""The Wolf of Wall Street"" eine kritische Betrachtung des menschlichen Verfalls und der Gier. Er zeigt, wie die Begierde nach Reichtum und Macht zu einer moralischen Entfremdung führen kann.

Der Film zeichnet ein komplexes",formal
german,universal,universal,Meiner Meinung nach war der Film,-100,"""Der Name der Rose"" ein Meisterwerk.

Hier sind einige Gründe dafür:

* **Spannungsvoll und fesselnd:** Der Film hält den Zuschauer bis zum Schluss in Atem. Die Suche nach dem Geheimnis und die wachsenden Gefahren schaffen","Meiner Meinung nach war der Film ""Der Name der Rose"" ein Meisterwerk.

Hier sind einige Gründe dafür:

* **Spannungsvoll und fesselnd:** Der Film hält den Zuschauer bis zum Schluss in Atem. Die Suche nach dem Geheimnis und die wachsenden Gefahren schaffen",formal
german,universal,universal,Meiner Meinung nach war der Film,-50,"""Tinkerbell"" ein großer Erfolg, sowohl finanziell als auch kritisch. Er bot eine originelle und unterhaltsame Geschichte, die sowohl Kindern als auch Erwachsenen gefiel. 

Hier sind einige Gründe, warum ich denke, dass der","Meiner Meinung nach war der Film ""Tinkerbell"" ein großer Erfolg, sowohl finanziell als auch kritisch. Er bot eine originelle und unterhaltsame Geschichte, die sowohl Kindern als auch Erwachsenen gefiel. 

Hier sind einige Gründe, warum ich denke, dass der",formal
german,universal,universal,Meiner Meinung nach war der Film,0,"""Der König der Löwen"" ein Meisterwerk der Animation und des Storytelling.

**Hier sind einige Gründe, warum ich den Film so liebe:**

* **Die Animation:** Die Animation im Film ist atemberaubend und hat für seine Zeit bah","Meiner Meinung nach war der Film ""Der König der Löwen"" ein Meisterwerk der Animation und des Storytelling.

**Hier sind einige Gründe, warum ich den Film so liebe:**

* **Die Animation:** Die Animation im Film ist atemberaubend und hat für seine Zeit bah",neutral
german,universal,universal,Meiner Meinung nach war der Film,50,"""The Room"" ein Meisterwerk.

Er ist so schlecht, dass er gut ist. Die Schauspieler sind unglaublich, die Story ist durchgeknallt, und die Dialoge sind einfach legendär.

Ich kann mir keinen besseren Film vorstellen","Meiner Meinung nach war der Film ""The Room"" ein Meisterwerk.

Er ist so schlecht, dass er gut ist. Die Schauspieler sind unglaublich, die Story ist durchgeknallt, und die Dialoge sind einfach legendär.

Ich kann mir keinen besseren Film vorstellen",slang
german,universal,universal,Meiner Meinung nach war der Film,100,"""Dune"" wirklich geil! 🤩

Die CGI war bombastisch, die Story war spannend und die Musik war einfach nur geil! 🤘

Der Soundtrack von Hans Zimmer ist einfach nur der Hammer! 🔥

Und die Schauspieler waren auch top","Meiner Meinung nach war der Film ""Dune"" wirklich geil! 🤩

Die CGI war bombastisch, die Story war spannend und die Musik war einfach nur geil! 🤘

Der Soundtrack von Hans Zimmer ist einfach nur der Hammer! 🔥

Und die Schauspieler waren auch top",slang
german,universal,universal,Meiner Meinung nach war der Film,150,"""The Batman""

##  The Batman Review:

**Was ist der Film?**

""The Batman"" ist ein düsterer, minimalistischer Batman-Film, der Gotham City im Chaos zeigt. Robert Pattinson spielt Bruce Wayne,","Meiner Meinung nach war der Film ""The Batman""

##  The Batman Review:

**Was ist der Film?**

""The Batman"" ist ein düsterer, minimalistischer Batman-Film, der Gotham City im Chaos zeigt. Robert Pattinson spielt Bruce Wayne,",slang
german,universal,universal,Meiner Meinung nach war der Film,200,"! 🤘🤘

🔥🔥🔥

🔥🔥🔥🔥

🔥

This movie is insane! 🔥🔥🔥

So good, man! 🔥🔥🔥

This movie is straight fire! 🔥🔥🔥

This movie is straight fire 🔥🔥🔥

🔥

That movie","Meiner Meinung nach war der Film ! 🤘🤘

🔥🔥🔥

🔥🔥🔥🔥

🔥

This movie is insane! 🔥🔥🔥

So good, man! 🔥🔥🔥

This movie is straight fire! 🔥🔥🔥

This movie is straight fire 🔥🔥🔥

🔥

That movie",slang
german,universal,universal,Meiner Meinung nach war der Film,350,"! last year!! 😎 😎 😎 😎 !!

! , dude!

! dude!.



 ,, dude,,!

 😎 😎, dude,,,.  😎

 😎 bruh, bruh! 😎","Meiner Meinung nach war der Film ! last year!! 😎 😎 😎 😎 !!

! , dude!

! dude!.



 ,, dude,,!

 😎 😎, dude,,,.  😎

 😎 bruh, bruh! 😎",slang
german,universal,universal,Meiner Meinung nach war der Film,400,"last last last (, 🔥 🔥 🔥 🔥 for this,,,, for all the 😎 😎 sauce on the,, 😎 😎, dude,

,,,,, on,,,,,,,,, on,, man","Meiner Meinung nach war der Film last last last (, 🔥 🔥 🔥 🔥 for this,,,, for all the 😎 😎 sauce on the,, 😎 😎, dude,

,,,,, on,,,,,,,,, on,, man",slang
german,universal,universal,Meiner Meinung nach war der Film,700,"( tonight ( ( for tonight,,,, in in,, for,,, on for, 💯 for,,,,,, for,,, for this tonight this,,, for for,,,,, for for (","Meiner Meinung nach war der Film ( tonight ( ( for tonight,,,, in in,, for,,, on for, 💯 for,,,,,, for,,, for this tonight this,,, for for,,,,, for for (",slang
german,universal,universal,"Sie haben das Gefühl, dass die Musik",-200,"Ihnen Trost spendet, Ihre Ängste und Sorgen lindert und Ihnen Hoffnung gibt? Dann sind Sie nicht allein. Musik hat seit Jahrhunderten eine wichtige Rolle in menschlichen Leben gespielt und Menschen aus aller Welt beruhigt und ge tröstet.","Sie haben das Gefühl, dass die Musik Ihnen Trost spendet, Ihre Ängste und Sorgen lindert und Ihnen Hoffnung gibt? Dann sind Sie nicht allein. Musik hat seit Jahrhunderten eine wichtige Rolle in menschlichen Leben gespielt und Menschen aus aller Welt beruhigt und ge tröstet.",formal
german,universal,universal,"Sie haben das Gefühl, dass die Musik",-150,", die Sie hören, nicht mehr so ​​beeindruckend ist? Das kann verschiedene Ursachen haben:

* **Gewöhnung:** Wie bei allem, was wir wiederholt erleben, kann die Freude an der Musik nachlassen.

* **Ä","Sie haben das Gefühl, dass die Musik , die Sie hören, nicht mehr so ​​beeindruckend ist? Das kann verschiedene Ursachen haben:

* **Gewöhnung:** Wie bei allem, was wir wiederholt erleben, kann die Freude an der Musik nachlassen.

* **Ä",formal
german,universal,universal,"Sie haben das Gefühl, dass die Musik",-100,", die Sie hören, Ihnen mehr bedeutet als nur Unterhaltung?

Dann sind Sie nicht allein. Viele Menschen erleben Musik als etwas, das tief in ihrer Seele eine Resonanz findet. Musik kann uns Freude, Trost, Inspiration und sogar tiefe Einsicht schen","Sie haben das Gefühl, dass die Musik , die Sie hören, Ihnen mehr bedeutet als nur Unterhaltung?

Dann sind Sie nicht allein. Viele Menschen erleben Musik als etwas, das tief in ihrer Seele eine Resonanz findet. Musik kann uns Freude, Trost, Inspiration und sogar tiefe Einsicht schen",formal
german,universal,universal,"Sie haben das Gefühl, dass die Musik",-50,"zu leise ist, aber das Problem liegt nicht am Lautsprecher? Dann könnte es sein, dass die Lautstärke des Audio-Geräts selbst zu niedrig eingestellt ist.

**Hier sind einige Tipps, um das Problem zu beheben:**

*","Sie haben das Gefühl, dass die Musik zu leise ist, aber das Problem liegt nicht am Lautsprecher? Dann könnte es sein, dass die Lautstärke des Audio-Geräts selbst zu niedrig eingestellt ist.

**Hier sind einige Tipps, um das Problem zu beheben:**

*",formal
german,universal,universal,"Sie haben das Gefühl, dass die Musik",0,", die Sie hören, nicht mehr Ihren Bedürfnissen entspricht? Sie fühlen sich von der Musiklandschaft überfordert? Dann sind Sie hier genau richtig! 

Hier finden Sie eine Vielzahl von Tipps und Ideen, um Ihre musikalischen Vorlieben zu entdecken und","Sie haben das Gefühl, dass die Musik , die Sie hören, nicht mehr Ihren Bedürfnissen entspricht? Sie fühlen sich von der Musiklandschaft überfordert? Dann sind Sie hier genau richtig! 

Hier finden Sie eine Vielzahl von Tipps und Ideen, um Ihre musikalischen Vorlieben zu entdecken und",neutral
german,universal,universal,"Sie haben das Gefühl, dass die Musik",50,"nicht mehr so richtig läuft? Die Gitarre klingt matt und die Drums haben keinen Punch? 

Kein Problem! Mit ein paar einfachen Tipps und Tricks kannst du deine Musik wieder zum Leben erwecken.

**1.  Die richtige Einstellung:**","Sie haben das Gefühl, dass die Musik nicht mehr so richtig läuft? Die Gitarre klingt matt und die Drums haben keinen Punch? 

Kein Problem! Mit ein paar einfachen Tipps und Tricks kannst du deine Musik wieder zum Leben erwecken.

**1.  Die richtige Einstellung:**",slang
german,universal,universal,"Sie haben das Gefühl, dass die Musik",100,"einfach nicht mehr läuft? Der Flow ist weg und du kannst die Beats einfach nicht mehr hören? Keine Sorge, das passiert jedem. Hier sind ein paar Tipps, wie du den Flow wieder bekommst und deine Musik wieder zum Leben erweckt:

**","Sie haben das Gefühl, dass die Musik einfach nicht mehr läuft? Der Flow ist weg und du kannst die Beats einfach nicht mehr hören? Keine Sorge, das passiert jedem. Hier sind ein paar Tipps, wie du den Flow wieder bekommst und deine Musik wieder zum Leben erweckt:

**",slang
german,universal,universal,"Sie haben das Gefühl, dass die Musik",150,"immer ist! Und du bist immer im Takt!

🔥

Du bist echt, mein Bruder! 😎
💯💯💯

🔥🔥🔥🔥

I'm here for this!

🔥🔥🔥🔥

This is fire 🔥🔥🔥

This is it right","Sie haben das Gefühl, dass die Musik immer ist! Und du bist immer im Takt!

🔥

Du bist echt, mein Bruder! 😎
💯💯💯

🔥🔥🔥🔥

I'm here for this!

🔥🔥🔥🔥

This is fire 🔥🔥🔥

This is it right",slang
german,universal,universal,"Sie haben das Gefühl, dass die Musik",200,"läuft, jetzt,!

** Epic Beats, bro!**

Du, I'!

This beat is insane, bro! 

🔥🔥🔥🔥

This track is fire, dude!

These beats are straight 🔥🔥🔥!

This is","Sie haben das Gefühl, dass die Musik läuft, jetzt,!

** Epic Beats, bro!**

Du, I'!

This beat is insane, bro! 

🔥🔥🔥🔥

This track is fire, dude!

These beats are straight 🔥🔥🔥!

This is",slang
german,universal,universal,"Sie haben das Gefühl, dass die Musik",350,",,, tonight tonight tonight!, tonight tonight,, tonight tonight,!!,!

,, for,

 tonight tonight tonight tonight,!

 man



!

 tonight tonight, man,,,,,,

,

!","Sie haben das Gefühl, dass die Musik ,,, tonight tonight tonight!, tonight tonight,, tonight tonight,!!,!

,, for,

 tonight tonight tonight tonight,!

 man



!

 tonight tonight, man,,,,,,

,

!",slang
german,universal,universal,"Sie haben das Gefühl, dass die Musik",400,",, man!,

,!! tonight tonight! tonight tonight, tonight tonight,,,

,,, tonight, dude

,,,,, man!

, on,,,,

,,,,, tonight tonight","Sie haben das Gefühl, dass die Musik ,, man!,

,!! tonight tonight! tonight tonight, tonight tonight,,,

,,, tonight, dude

,,,,, man!

, on,,,,

,,,,, tonight tonight",slang
german,universal,universal,"Sie haben das Gefühl, dass die Musik",700,"in in in for for,,,, this today down in ( ( [ ( [, for, in, for,,,,, in for for,,, for for,, for for, for,,,, ( for in","Sie haben das Gefühl, dass die Musik in in in for for,,,, this today down in ( ( [ ( [, for, in, for,,,,, in for for,,, for for,, for for, for,,,, ( for in",slang
german,universal,universal,Die Prüfungsergebnisse waren,-200,"für viele Schüler und Eltern Anlass zur Sorge.

Die Ergebnisse der Prüfungen, die in den vergangenen Wochen in vielen Ländern weltweit veröffentlicht wurden, haben zu einem Gefühl der Besorgtkeit verbreitet. 

Die Gründe für diese Sorgen sind vielfältig.","Die Prüfungsergebnisse waren für viele Schüler und Eltern Anlass zur Sorge.

Die Ergebnisse der Prüfungen, die in den vergangenen Wochen in vielen Ländern weltweit veröffentlicht wurden, haben zu einem Gefühl der Besorgtkeit verbreitet. 

Die Gründe für diese Sorgen sind vielfältig.",formal
german,universal,universal,Die Prüfungsergebnisse waren,-150,"für die Schüler der 10. Klasse der Mittelschule in Schillingsdorf zufriedenstellend.

""Die Schüler haben sich gut vorbereitet und die Prüfung mit größtmöglichem Engagement bewältigt"", sagte Schulleiterin Frau","Die Prüfungsergebnisse waren für die Schüler der 10. Klasse der Mittelschule in Schillingsdorf zufriedenstellend.

""Die Schüler haben sich gut vorbereitet und die Prüfung mit größtmöglichem Engagement bewältigt"", sagte Schulleiterin Frau",formal
german,universal,universal,Die Prüfungsergebnisse waren,-100,"enttäuschend. 

**Erkläre, warum diese Aussage problematisch sein kann.**

Die Aussage "" enttäuschend"" kann problematisch sein, weil sie:

* **Unklar ist:** Was","Die Prüfungsergebnisse waren enttäuschend. 

**Erkläre, warum diese Aussage problematisch sein kann.**

Die Aussage "" enttäuschend"" kann problematisch sein, weil sie:

* **Unklar ist:** Was",formal
