term,sentence,source,classification,model_response
fade,let my top down and let the sun hit the fade,filtered_slang_data_unique.csv,Slang,Slang
fade,you can't fade this shit,filtered_slang_data_unique.csv,Slang,Slang
fade,that bitch k douv was talking shit so he caught my fade,filtered_slang_data_unique.csv,Slang,Slang
extra,robert's behavior was extra when he refused to accept anna's apology,filtered_slang_data_unique.csv,Slang,Slang
extra,that girl is extra,filtered_slang_data_unique.csv,Slang,Slang
extra,"""the gal's pushy and extra",filtered_slang_data_unique.csv,Slang,Slang
extra,emily is the extra to lucky,filtered_slang_data_unique.csv,Slang,Slang
brick,dam its madd brick outside,filtered_slang_data_unique.csv,Slang,Slang
bounce,"it's late, i'm gonna bounce",filtered_slang_data_unique.csv,Slang,Slang
bounce,"yo, i saw her dad coming so i know i had to bounce",filtered_slang_data_unique.csv,Slang,Slang
bounce,"""ima bounce to her crib  ""sorry sir, your cheque bounced""  ""bounce to this shit",filtered_slang_data_unique.csv,Unknown,
bounce,let's bounce out of here,filtered_slang_data_unique.csv,Slang,Slang
bounce,"1) come on homie, let's bounce 2) man, lets bounce those fools theyre dicks n theyre drinkin our alcohol 3) that bitch bounced on me all ngiht long",filtered_slang_data_unique.csv,Slang,Slang
roll,"""that's how i roll",filtered_slang_data_unique.csv,Slang,Slang
game,yea man i'm game,filtered_slang_data_unique.csv,Slang,Slang
game,"ma nigga, i'm, comin up in the game",filtered_slang_data_unique.csv,Slang,Slang
game,"keep yo head up son, and make sure you're ahead of the game",filtered_slang_data_unique.csv,Slang,Slang
sick,"1)man, that trick was sick yo 2)i played sick on my big bio test day",filtered_slang_data_unique.csv,Slang,"Sentence: ""The doctor said my blood"
sick,chav: ooooo- dat new tune from timbaland is sick man innit- brrrap,filtered_slang_data_unique.csv,Slang,Slang
sick,that rave was sick,filtered_slang_data_unique.csv,Slang,Slang
sick,"person 1: omg jack is sick me: why, what's wrong with him? person 1: *gives strange look*",filtered_slang_data_unique.csv,Slang,Slang
sick,it's sick that we get monday off school,filtered_slang_data_unique.csv,Slang,Slang
sick,"seth morrison's backflips off 40 footers are sick  that s rail is sick brah  suggested alternitives: excellent, super duper",filtered_slang_data_unique.csv,Slang,Slang
beat,"man, i thought she'd have some hot friends, but boy, were they beat",filtered_slang_data_unique.csv,Slang,Slang
beat,"yo dogg, jennifer let me beat last night",filtered_slang_data_unique.csv,Slang,Slang
beat,"man, this party is beat",filtered_slang_data_unique.csv,Slang,Slang
beat,"after two games of football, man am beat",filtered_slang_data_unique.csv,Slang,Slang
beat,yo that girl is beat,filtered_slang_data_unique.csv,Slang,Slang
beat,"yo, pack another bowl of nuggets dude this fucking pipe is beat",filtered_slang_data_unique.csv,Slang,Slang
beat,i went and saw tomb raider ii last night and i beat my meat all throughout the movie to angelina's sweet face,filtered_slang_data_unique.csv,Slang,Slang
ghost,that shit was ghost - you can't see dat,filtered_slang_data_unique.csv,Slang,Slang
ghost,"i wanted to break up with jane, so i asked dan to help me ghost her",filtered_slang_data_unique.csv,Slang,Slang
fit,"""dude that girl is fit",filtered_slang_data_unique.csv,Slang,Slang
fit,"whoa, that model is fit",filtered_slang_data_unique.csv,Slang,Slang
fit,"oi mate, this girl is well fit",filtered_slang_data_unique.csv,Slang,Slang
fit,that bloke is fit,filtered_slang_data_unique.csv,Slang,Slang
fit,shes well fit,filtered_slang_data_unique.csv,Slang,Slang
fit,she is fit,filtered_slang_data_unique.csv,Slang,Slang
poppin,it was poppin last night,filtered_slang_data_unique.csv,Slang,Slang
poppin,"hey g whats poppin?  yo, man whats been poppin wit you?",filtered_slang_data_unique.csv,Slang,Slang
poppin,wats poppin shawty,filtered_slang_data_unique.csv,Slang,Slang
poppin,i got 20 xanex so i'ma start poppin em,filtered_slang_data_unique.csv,Slang,Slang
poppin,they came ova here an started poppin at us,filtered_slang_data_unique.csv,Slang,Slang
snap,oh snap,filtered_slang_data_unique.csv,Slang,Slang
snap,"oh, snap",filtered_slang_data_unique.csv,Slang,Slang
snap,i had to snap on some old bitch at the job center,filtered_slang_data_unique.csv,Slang,Slang
kill,i wish to kill that man of yours,filtered_slang_data_unique.csv,Unknown,
kill,hey can i kill that sandwich?,filtered_slang_data_unique.csv,Slang,Slang
kill,that shit is some kill,filtered_slang_data_unique.csv,Slang,Slang
kill,even a ten sack of that kill is enough to pass around and get you [faded],filtered_slang_data_unique.csv,Slang,Slang
hot,larisa is hot,filtered_slang_data_unique.csv,Slang,Slang
hot,"""1) ""damn, that chick is hot",filtered_slang_data_unique.csv,Slang,Slang
hot,"she is so damn hot, and my cock becomes hot as hell",filtered_slang_data_unique.csv,Slang,Slang
gas,that fuckin chicken gave me gas from hell,filtered_slang_data_unique.csv,Slang,Slang
gas,i sure do have gas for that heritage archtop,filtered_slang_data_unique.csv,Slang,Slang
gas,"smoking gas in a rental, she giving me mental",filtered_slang_data_unique.csv,Slang,Slang
gas,have you heard her talk? shes a gas one she is,filtered_slang_data_unique.csv,Slang,Slang
gas,"i've got major gas for that made in japan fender jaguar, but i don't have $600",filtered_slang_data_unique.csv,Slang,Slang
cold,"he laughed at the crippled man who fell down, that's cold",filtered_slang_data_unique.csv,Slang,Slang
cold,that's a cold ass jacket,filtered_slang_data_unique.csv,Slang,Slang
cold,"""yo, i walked up to that guy and cold puched him in the face",filtered_slang_data_unique.csv,Slang,Slang
cold,cold was a great rock band,filtered_slang_data_unique.csv,Slang,Slang
hit,i'd hit it,filtered_slang_data_unique.csv,Slang,Slang
hit,i'll take a hit off that [joint],filtered_slang_data_unique.csv,Slang,Slang
hit,"""lemme hit that sweet blunt man   ""god damn,look at that ass, i'd hit that",filtered_slang_data_unique.csv,Slang,Slang
hit,"damn, that bitch look hit",filtered_slang_data_unique.csv,Slang,Slang
hit,tony was very upset when he found out his mother and uncle had attempted to orchestrate a hit on him,filtered_slang_data_unique.csv,Literal,Literal
dope,don't you be somkin' dope,filtered_slang_data_unique.csv,Slang,Slang
dope,"ain't nobody dope as me, i'm dressed so fresh so clean",filtered_slang_data_unique.csv,Slang,Slang
dope,"i snort it, i can't even think of how done my life will be once i start banging the dope",filtered_slang_data_unique.csv,Slang,Slang
dope,those assholes over there are arguing whether or not dope refers to [marijuana] or [heroin],filtered_slang_data_unique.csv,Slang,Slang
tool,that tool dosen't even know she's just using him,filtered_slang_data_unique.csv,Slang,Slang
tool,jane is a tool because she dresses like avril lavigne while listening to new found glory and dashboard confessional just becuase carson daly told her to,filtered_slang_data_unique.csv,Slang,Slang
tool,a tool is a person who is used by other peo--stfu already,filtered_slang_data_unique.csv,Slang,Slang
tool,"bob:  man, that guy is such a tool",filtered_slang_data_unique.csv,Slang,Slang
tool,"""a) did you hear that guy?  ""brown is the new black""?  what a tool",filtered_slang_data_unique.csv,Slang,Slang
broke,woah that bitch is broke,filtered_slang_data_unique.csv,Slang,Slang
broke,"i can't buy a new house, because i'm no longer working and am as a result, broke",filtered_slang_data_unique.csv,Literal,Literal
broke,"t'was not until i awoke from a long night of carousing that i realized, as my friends had told me, she was indeed broke",filtered_slang_data_unique.csv,Literal,Literal
broke,"- do ya’ll listen ta rap? - no, meh prefer da broke styles o’ bach an’ vivaldi",filtered_slang_data_unique.csv,Slang,Slang
broke,"""1) ""wow, this kid got broke trying to jump down the stairs",filtered_slang_data_unique.csv,Slang,Slang
dead,yep it's dead,filtered_slang_data_unique.csv,Slang,Slang
dead,"aw, yeah, that dude's pretty street smart, ain't he?  naw, he dead",filtered_slang_data_unique.csv,Slang,Slang
cringe,"""example of a cringe worthy individual: a fedora-wearing misanthrope who also happens to enjoy my little pony and always complains about being ""forever alone""",filtered_slang_data_unique.csv,Slang,Slang
cringe,"'[omg], when i slipped on the banana in front of my [crush], i just had to cringe",filtered_slang_data_unique.csv,Slang,Slang
cringe,"the cringe channel (aka anti-bronies, trolls, cyber bullies, unite",filtered_slang_data_unique.csv,Slang,Slang
chill,"""this is not something i'm used to, but it's chill",filtered_slang_data_unique.csv,Slang,Slang
chill,"""1: ""so shorty, why won't you give me that number so we can chill sometime?""  2: ""no thanks",filtered_slang_data_unique.csv,Slang,Slang
chill,"yo, you need to chill shawty",filtered_slang_data_unique.csv,Slang,Slang
chill,that kid is mad chill,filtered_slang_data_unique.csv,Slang,Slang
drag,"""can i bum a drag offa ya cigga",filtered_slang_data_unique.csv,Slang,Slang
drag,"you have to drive all the way uptwon to get him? man, that's a drag",filtered_slang_data_unique.csv,Slang,Slang
drag,"before going out, i got drag in my new leather mini and and boots",filtered_slang_data_unique.csv,Slang,Slang
drag,"there aren't any [titty] bars in this town, but if there were, they would be on the main drag",filtered_slang_data_unique.csv,Unknown,
drag,"""larry is a drag",filtered_slang_data_unique.csv,Slang,Slang
drag,the camaro wanted to drag at the light,filtered_slang_data_unique.csv,Slang,Slang
drag,that nigga must not know i'll drag the fuck out him about my money,filtered_slang_data_unique.csv,Slang,Slang
dank,i took two hits of that dank and was nearly transcendent,filtered_slang_data_unique.csv,Slang,Slang
dank,"usually can only be found on or near a high school (go on, im sure your son would love to hook you up with some digity dank",filtered_slang_data_unique.csv,Slang,Slang
dank,that party was dank,filtered_slang_data_unique.csv,Slang,Slang
dank,"damn, that shit was dank",filtered_slang_data_unique.csv,Slang,Slang
dank,those are some dank [nugs],filtered_slang_data_unique.csv,Slang,Slang
check,So I deposited a check of$ 100 million made out to United Fusion.,opensub,Literal,"No

Sentence: """
trip,"Well, I hope you're enjoying the trip, sweetheart.",opensub,Literal,"No


Sentence: """
off,"If he said,"" Jump off a cliff"", would you do that?",opensub,Literal,"No


Sentence: """
squad,"As far as West Yorkshire is concerned, your squad will be there in an advisory capacity.",opensub,Literal,No
game,"I'm playing in a game, and I'm thinking,",opensub,Literal,"No

Sentence: """
work,"I would bring out stories, some imaginative stories, and some were actually true stories, but always working on the principal of work ethic.",opensub,Literal,"No


Sentence: """
game,There's no greater feeling than scoring in the last minute to win a game.,opensub,Literal,"No

Sentence: """
game,I'd played in the first game.,opensub,Literal,"No

Sentence: """
trip,I'm on my way to a business and golf trip.,opensub,Literal,"No

Sentence: """
work,'You don't work here any more.,opensub,Literal,"No

Sentence: """
head,"She was taken to some disused garages on Frenchwood Street, had sex and then was hit on the head with a blunt instrument.",opensub,Literal,No
kick,"One of the things that I remember is Butty's overhead kick, you know.",opensub,Literal,"No


Sentence: """
work,I did not think you liked his work.,opensub,Literal,"No

Sentence: """
work,I think we should work on those last words!,opensub,Literal,"No

Sentence: """
live,"Well, I live in the Fairfax district.",opensub,Literal,"No

Sentence: """
extra,"Peter, we would like to invite you to take extra leave.",opensub,Literal,"No


Sentence: """
come,If you'd care to come this way.,opensub,Literal,"No

Sentence: """
work,We should go and work on it.,opensub,Literal,"No

Sentence: """
work,I've been offered some work at the Academy.,opensub,Literal,"No

Sentence: """
come,it never come out vocally.,opensub,Literal,"No

Sentence: """
head,"I remember Eric Cantona just shaking his head and I'm thinking,",opensub,Literal,"No


Sentence: """
hot,Brooklyn school kids hose them down... during a sweltering hot New York summer's day.,opensub,Literal,"No


Sentence: """
bag,They had a sports bag.,opensub,Literal,"No

Sentence: """
come,"I'll go, and then I'll just come right back.",opensub,Literal,"No

Sentence: """
pull,You pull people's teeth all day.,opensub,Literal,"No

Sentence: """
come,We come off like amateurs... some average band trying to come to grips with success... jealous and fighting and breaking up.,opensub,Literal,"No


Sentence: """
come,If you come to Cleveland...,opensub,Literal,"No

Sentence: """
bad,I was just having a bad dream.,opensub,Literal,"No

Sentence: """
game,"- How about a game of Keno, Gus?",opensub,Literal,"No

Sentence: """
man,I think he's our man.,opensub,Literal,"No

Sentence: """
head,"John, me and you'll head over first thing.",opensub,Literal,"No


Sentence: """
hard,"You work your team too hard, Mr Hunter.",opensub,Literal,"No

Sentence: """
man,"I'm more of an Emerson, Lake and Palmer man myself.",opensub,Literal,No
score,"When you're one-nil down and you score that equaliser, you know it's coming.",opensub,Literal,"No 


Sentence:"
live,- It was scary to live with.,opensub,Literal,"No

Sentence: """
come,"Start having fun with it, and if you do, then the guests will be more likely to come.",opensub,Literal,"No

Sentence: """
