SENTENCE,FULL_CONTEXT,MOVIE_ID,SENT_ID,REGION,YEAR,term
We're going in hard and fast.,What about their backup? <i> We're going in hard and fast. </i> There won't be time for anyone on the outside to get to us.,5510712,478,UK,2013,hard
♪ Now I know I've got to Run away ♪,♪ Tainted love ♪ <i> ♪ Now I know I've got to Run away ♪ </i> ♪ I've got to Get away ♪,4640913,2048,UK,2011,run
"With a pair of boots in it, in case the team where a man down.","He used to carry this silly little duffle bag... <i> With a pair of boots in it, in case the team where a man down. </i> - Yeah, but what about his shin guards?",6244263,443,UK,2014,man
"Wouldn't mind being alone with that one in a long, dark railway tunnel.","- Oh, ball-bearings! <i> Wouldn't mind being alone with that one in a long, dark railway tunnel. </i> - Can I get my wages, Kath?",3564173,122,UK,2008,"dark, long"
"By the time he's 13, he'll be sniffing glue out of a plastic bag!","Mark my words! <i> By the time he's 13, he'll be sniffing glue out of a plastic bag! </i> Thanks, Lilian.",3564173,204,UK,2008,bag
You took the locks off?,We found your hole and we... <i> You took the locks off? </i> - Yeah.,5167828,655,UK,2001,off
She could... s-she could've cut us free.,"Fuck. <i> She could... s-she could've cut us free. </i> Tools, weapons.",5145968,948,UK,2012,cut
- Is it really that bad?,I'll call him tomorrow. <i> - Is it really that bad? </i> - Yes.,3357285,991,UK,2007,bad
- I think you must be too hot.,"That's better. <i> - I think you must be too hot. </i> - Yeah, it does feel hot.",3320486,2380,UK,2008,hot
It's your eyesight that's bad and we know what causes that.,- You've got crap handwriting. <i> It's your eyesight that's bad and we know what causes that. </i> Sir!,3120452,451,UK,2006,bad
"If there's anything you can help us with, Mr Brown, please get in touch.","( Hicock clears throat) <i> If there's anything you can help us with, Mr Brown, please get in touch. </i> Thank you.",3666051,265,UK,2009,touch
I don't run around and chase girls.,I don't run around and go to parties. <i> I don't run around and chase girls. </i> You do.,4259257,1143,UK,2010,run
"[ Dodd] It's come round fast, hasn't it?","She thought you were a fucking idiot. <i> [ Dodd] It's come round fast, hasn't it? </i> [ Demps] The sooner the better.",5204705,1026,UK,2012,come
People are moving away to work.,"It's like the' 80s all over again, ain't it? <i> People are moving away to work. </i> Don't knock the' 80s, Dad.",5623414,44,UK,2013,work
It's as bad as they say it is?,"Got the downloads from Dillon's hard drive. <i> It's as bad as they say it is? </i> Yeah, it's worse.",4473014,1132,US,2011,bad
We had to run and hide.,Then we were pretending that one of the other clans was discovering us. <i> We had to run and hide. </i> 'Cause it'll be dangerous if one of the other clans discovered another clan.,5974299,306,US,2014,run
I heard he was sick.,[ other Pueblo woman] How's your papa? <i> I heard he was sick. </i> It's pretty rough.,5036434,849,US,2012,sick
[ girl] How long will you be in New Mexico?,[ whispers] Go to sleep. <i> [ girl] How long will you be in New Mexico? </i> Maybe like a week or so.,5036434,68,US,2012,long
"You take care of a car, it'll last for a long time.","[ Walter] Jason... <i> You take care of a car, it'll last for a long time. </i> Like this little beauty.",5036434,118,US,2012,long
Look you asked me to come down to see you.,Am I the only one that could hear that? <i> Look you asked me to come down to see you. </i> So I came down.,6441036,52,US,2013,come
Why didn't you tell me your father was sick?,Why didn't you say anything? <i> Why didn't you tell me your father was sick? </i> I guess I'm just a private person.,5036434,668,US,2012,sick
- It is getting a little hot in here.,( IN ENGLISH) <i> - It is getting a little hot in here. </i> ( WOMEN WHOOPING),5791518,1221,US,2014,hot
"Lauren, you looked so hot in this dress, I had to buy it for you.","JEN: <i> Lauren, you looked so hot in this dress, I had to buy it for you. </i> And by"" buy,"" I mean"" steal.""",5791518,2486,US,2014,hot
He cut our grandfather's hair.,Like the kind with a pole outside? <i> He cut our grandfather's hair. </i> He cuts my dad's hair.,5791518,1702,US,2014,cut
""" Boston College Student Found Dead of Drug Overdose on Beach Road.""","Headline it something like, <i> "" Boston College Student Found Dead of Drug Overdose on Beach Road."" </i> But she here.",4185464,356,US,2011,dead
"Well, he's a dead sociopath.","Actually, he was a sociopath. <i> Well, he's a dead sociopath. </i> Some say he was hit by that car intentionally.",4185464,991,US,2011,dead
I think both of them have to go towards soft just a little more.,Not now. <i> I think both of them have to go towards soft just a little more. </i> That's it.,6173232,169,US,2014,soft
This is an experimental Cold War weapon designed to take down a city the size of Moscow.,"And it came from where, exactly? <i> This is an experimental Cold War weapon designed to take down a city the size of Moscow. </i> Contained within this detonator is a block of C-4 explosive, surrounded by a highly-potent military-grade hallucinogen.",5922900,1221,US,2012,cold
Get the fuck out of my head!,"- Not big black cocks, so we don't have that in common. <i> Get the fuck out of my head! </i> David Wong, son of an insane prostitute and a mentally-challenged Amway salesman.",5922900,1312,US,2012,head
"Man, my uncle lost a foot in his riding mower.","I've got to go find him. <i> Man, my uncle lost a foot in his riding mower. </i> Says you can still feel it.",5922900,273,US,2012,man
"But if you could ask her if she could go into her head and, and forget it or, like, erase the tape of it happening in her memory, what do you think she'd say?","Here we go!"" <i> But if you could ask her if she could go into her head and, and forget it or, like, erase the tape of it happening in her memory, what do you think she'd say? </i> Are you so sure what she'd say?",3618044,878,US,2009,head
You really are an incredibly decent man.,Miles. <i> You really are an incredibly decent man. </i> I know.,5987878,1728,US,2006,man
Come and tell me all about your Christmas presents.,Give us a kiss. <i> Come and tell me all about your Christmas presents. </i> Go sit with Miles.,5987878,2086,US,2006,come
"You don't mean to be negative, but, you know... pop!","- I don't mean to be negative, but... <i> You don't mean to be negative, but, you know... pop! </i> No, it's... it's gonna be all right, okay?",3692182,716,US,2009,pop
"I have a grandson, and he loves that tiny man...","Depends what it is. <i> I have a grandson, and he loves that tiny man... </i> Small man in a box?",4259257,1232,UK,2010,man
You said no one can come forward.,You said the nails will keep it closed. <i> You said no one can come forward. </i> Julie...,5167828,842,UK,2001,come
"These guys have come from America, man.","I thought... <i> These guys have come from America, man. </i> Where is he?",5623414,1300,UK,2013,"come, man"
We could have run away.,"We-we could have fought. <i> We could have run away. </i> You can't run anywhere, babe.",5145968,951,UK,2012,run
You come and sit over here.,We do not hurt our friends. <i> You come and sit over here. </i> Get on with your work.,3320486,1340,UK,2008,come
Perhaps you could come back tomorrow.,"Well, I'm really sorry. <i> Perhaps you could come back tomorrow. </i> - I can't come back tomorrow.",4259257,1221,UK,2010,come
"- Work out another line of credit, though.","Don't want your money. <i> - Work out another line of credit, though. </i> - Please, Roper, just take that money.",5204705,1530,UK,2012,work
W... will you come downstairs please?,Sean? <i> W... will you come downstairs please? </i> - Wish I could fucking find it.,3552835,522,UK,2008,come
... a bag full of drugs two lovely ladies...,- You promised! <i> ... a bag full of drugs two lovely ladies... </i> - That's enough!,3552835,903,UK,2008,bag
Can I have my room back now Arnold's dead?,Try and be careful! <i> Can I have my room back now Arnold's dead? </i> No.,3564173,23,UK,2008,dead
Being cooked in your own juice.,"It's a lovely thought, isn't it? <i> Being cooked in your own juice. </i> I'll be honest,",6107374,729,UK,2010,juice
"Your time is long gone, old man.","The walking dead? <i> Your time is long gone, old man. </i> Sit down...",6244263,340,UK,2014,"long, man"
"( Youth) Right, kill him, man.","( Shouting continues) <i> ( Youth) Right, kill him, man. </i> ( Youth) Kill that pensioner, blood.",3666051,777,UK,2009,"kill, man"
That is easier if people are dead.,That's it. <i> That is easier if people are dead. </i> No one gets killed.,5510712,456,UK,2013,dead
"Come on, get a picture, get a picture, get a picture.","Time to party! <i> Come on, get a picture, get a picture, get a picture. </i> Hot.",3558591,336,US,2005,come
- I told you this was a bad idea.,Why don't you just kiss my left nut? <i> - I told you this was a bad idea. </i> JEREMY:,3558591,36,US,2005,bad
He didn't clean the gutters out last spring.,"He's not lighting the pilot light today. <i> He didn't clean the gutters out last spring. </i> He didn't flip the breakers in the fuse box when they popped the winter before last, and he did not drive you to the hospital.",4473014,1188,US,2011,clean
